experiment,condition,protocol,genotype,pupilSize,level,q,bf
1,Awake,Singletone,Alpha9KO,Small,50,1.95384156235623,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.01556920137843,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.11224715623317,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.02198171209007,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.27945002436523,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.86113982608027,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.14416096900627,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.19997985503732,10000
1,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.37160076093899,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.7101356400931,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.81366804585738,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.75455100078747,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.30213895151276,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.25414490167009,9000
1,Awake,Singletone,Alpha9KO,Small,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.23811666864332,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.79304805370152,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.32715261212287,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.58015671741195,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.15490718677209,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.43482462283832,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.54365808240787,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.16340548591586,9000
1,Awake,Singletone,Alpha9KO,Small,50,4.31320492245043,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.33464961065556,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.14341917370965,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.63864771954934,9000
1,Awake,Singletone,Alpha9KO,Small,50,3.15953802140077,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.29418426951411,9000
1,Awake,Singletone,Alpha9KO,Small,50,4.24013041069678,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.34793535863786,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.3356947675707,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.39502420784665,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.27203854942614,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.78153709340514,8000
1,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
1,Awake,Singletone,Alpha9KO,Small,50,1.9149280956437,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.96729132196303,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.09997473702334,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.91184349296753,8000
1,Awake,Singletone,Alpha9KO,Small,50,2.15495520707505,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.38150340442037,9000
1,Awake,Singletone,Alpha9KO,Small,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Small,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.07372608568956,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.1811050277773,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.13693238934972,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.22613903113279,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.06481949351863,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.90116370493079,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.15158774466105,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.91475792567009,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.0130763241948,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.15537606061992,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.33479213948705,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.1468498104497,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.24841556451455,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.55795263120161,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.97242893270769,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.17609030706948,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.42091903882469,9000
1,Awake,Singletone,Alpha9KO,Small,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.07195164406875,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.16555564366185,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.36142776829828,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.74014837926277,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.07669054769912,10000
1,Awake,Singletone,Alpha9KO,Small,50,2.08699269612393,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.35368561952352,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.94634786771145,9000
1,Awake,Singletone,Alpha9KO,Small,50,1.95840030489343,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.07696809143646,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.1530757005692,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.19707666785467,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.07272925733054,9000
1,Awake,Singletone,Alpha9KO,Small,50,2.17435668144281,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.94236821283776,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.11299606165973,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.98761019664401,10000
1,Awake,Singletone,Alpha9KO,Medium,50,1.94984119188257,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.31293249129578,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.05920015769141,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.08329253483219,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.02094946958895,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.91045980134743,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.23736761557259,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.1347339295086,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.08028770931027,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.1843570093585,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.00873156052455,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.97270438372966,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.42453198676962,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.96723219613691,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.23580540688444,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.14168966209352,9000
1,Awake,Singletone,Alpha9KO,Medium,50,3.03446342412596,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.11834284508758,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.45021468218464,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.13258658211316,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.43788501021398,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.59325640425281,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.81755146741654,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.64781356745156,9000
1,Awake,Singletone,Alpha9KO,Medium,50,3.17000354651796,10000
1,Awake,Singletone,Alpha9KO,Medium,50,NaN,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.266516843566,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.38377390500261,9000
1,Awake,Singletone,Alpha9KO,Medium,50,3.112332704738,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.57688850689166,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.24514690707128,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.61314754455993,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.4924428516514,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.43748328957257,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.1657033337771,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.89206065475425,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.45894630025819,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.48814199522268,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.86918331237504,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.05593562286728,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.12612160752911,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.3532484087383,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.38421068626041,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.13487803577751,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.4980975175409,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.59739116844657,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.25158199253688,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.19174682363398,9000
1,Awake,Singletone,Alpha9KO,Medium,50,3.42990601962466,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.6017970722019,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.23878271891634,9000
1,Awake,Singletone,Alpha9KO,Medium,50,3.0436134572887,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.50487861567868,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.09826498179549,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.35530856068119,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.73748078107243,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.41842586423247,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.27800699350268,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.19988621749398,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.14776347560078,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.21238076006361,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.97616216594157,9000
1,Awake,Singletone,Alpha9KO,Medium,50,3.19630235049602,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.93349634656078,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.30873150034225,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.1018158822372,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.35886635321802,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.40183821081017,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.23813154762003,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.30367259177918,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.16258421743662,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.85685881808065,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.43085692033095,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.27325777900004,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.96304338625455,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.16667026664705,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.23805829640968,10000
1,Awake,Singletone,Alpha9KO,Medium,50,1.90270131446773,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.64918217656564,8000
1,Awake,Singletone,Alpha9KO,Medium,50,2.06328567314371,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.06830795801308,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.07883661397979,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.28815554709708,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.96967940671436,9000
1,Awake,Singletone,Alpha9KO,Medium,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.91904736813275,9000
1,Awake,Singletone,Alpha9KO,Medium,50,1.9860999300179,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.19467990821638,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.10666618471749,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.11443865706612,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.06994884676287,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.23656235479067,10000
1,Awake,Singletone,Alpha9KO,Medium,50,2.20927400616139,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.02299605290323,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.17445415792797,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.1608767725766,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.14376416463657,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.10507140828853,9000
1,Awake,Singletone,Alpha9KO,Medium,50,2.21272124174833,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.0181061025371,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.07659953566629,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.15389440960682,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.45439435440399,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.29447666364451,10000
1,Awake,Singletone,Alpha9KO,Large,50,1.98032361647081,9000
1,Awake,Singletone,Alpha9KO,Large,50,1.80490399983436,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.01138214420291,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.74970893793639,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.19801920045753,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.19280780632792,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.03720032182918,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.23301794354544,9000
1,Awake,Singletone,Alpha9KO,Large,50,3.3949198395148,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.12902456607206,9000
1,Awake,Singletone,Alpha9KO,Large,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.03940701721844,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.75966187240895,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.56112238800595,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.33136997315756,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.40535037017507,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.49368909612435,9000
1,Awake,Singletone,Alpha9KO,Large,50,3.4425111691939,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.73837182000715,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.1906498649371,9000
1,Awake,Singletone,Alpha9KO,Large,50,NaN,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.58757044701471,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.72372839004959,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.3476727889096,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.22903652266446,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.07103557233328,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.33833221352585,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.16442126367135,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.12274533629209,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.41714480998334,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.63337513286343,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.82050239499532,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.02035592972826,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.08056592682425,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.1405546594356,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.09899384200494,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.05377800005216,9000
1,Awake,Singletone,Alpha9KO,Large,50,1.93867809370625,9000
1,Awake,Singletone,Alpha9KO,Large,50,1.92106934146742,9000
1,Awake,Singletone,Alpha9KO,Large,50,1.92215070518753,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.03542206234341,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.14757184035927,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.10028650295186,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.13857985350273,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.53653497554935,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.58519015250825,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.31072561630773,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.17560085127066,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.57681620185464,9000
1,Awake,Singletone,Alpha9KO,Large,50,3.12571912967768,9000
1,Awake,Singletone,Alpha9KO,Large,50,3.5782982152812,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.31969688409287,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.62956063115093,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.18557212672467,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.55021823369713,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.30808297114926,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.23295894297271,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.2409145891482,9000
1,Awake,Singletone,Alpha9KO,Large,50,1.99498917708763,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.56103139433941,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.16816162528383,10000
1,Awake,Singletone,Alpha9KO,Large,50,2.0339743882748,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.08324387590398,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.07452652563803,9000
1,Awake,Singletone,Alpha9KO,Large,50,1.78216521423103,8000
1,Awake,Singletone,Alpha9KO,Large,50,2.27616044428518,10000
1,Awake,Singletone,Alpha9KO,Large,50,1.91374689138416,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.27855527166563,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.19564610517573,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.31349020799613,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.17033722025996,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.00148388743701,9000
1,Awake,Singletone,Alpha9KO,Large,50,2.119391499826,9000
2,Awake,Singletone,Alpha9KO,Small,50,2.91912578529869,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.56557477124345,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.29255402217865,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.96829960022568,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.91644764530733,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.85729586049921,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.71553153939026,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.74716424571861,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.90660398293337,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.68439782584766,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.21770998390348,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.12338097254081,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.9603000758949,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.86877017259951,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.12284716084449,11000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.12955164637532,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.81733735214827,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.03417436936705,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.05955408764281,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.7777583265839,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.81563210330127,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.61528757187037,12000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,3.08397765179401,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.3828069093797,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.89243980993368,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.90359235054167,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.83562037544143,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.10441748648335,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.47070527308388,12000
2,Awake,Singletone,Alpha9KO,Small,50,2.98333516981858,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.09034892351339,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.83463323148188,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.95384178353229,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.51957099223329,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.70810047046977,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.07548201636682,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.91746127733949,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.21196234007569,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.87839210186592,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,2.90509593866947,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.0545573983593,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.92237580285869,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.98609526985055,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.86342876405143,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.85742086016672,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.99910896167794,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.85944737227845,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.22094357208769,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.00776179889469,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,3.67543351930974,12000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.58290384685313,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.01165504187571,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.98394109012222,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.14775821744085,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.18892039306822,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.0427877149448,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.15485191059292,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.05651821297146,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.00819587962692,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,3.37652400765798,11000
2,Awake,Singletone,Alpha9KO,Small,50,4.55439143752041,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,3.38896172496368,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.62667099771075,12000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.19006359175886,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.99077553980492,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.3078057097851,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.91507950432729,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.87937182543466,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.95139966897693,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.33835180173113,11000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.91374629578561,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.97564067311913,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.1882457239907,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.85992917404461,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.7234948720483,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.19006367042427,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.86626147580145,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.77558287801858,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.83871695235408,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.9071680136821,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.85464238962019,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.84602117416093,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.08797632676503,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.98721398340766,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.96855004063109,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.12969447323571,12000
2,Awake,Singletone,Alpha9KO,Small,50,2.71004889252476,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.70692917388756,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.1033600099442,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.97071702559401,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.97604841164978,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.50722453628616,11000
2,Awake,Singletone,Alpha9KO,Small,50,3.37015607741642,12000
2,Awake,Singletone,Alpha9KO,Small,50,3.29905086876331,11000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,12000
2,Awake,Singletone,Alpha9KO,Small,50,3.73962425964258,12000
2,Awake,Singletone,Alpha9KO,Small,50,2.93765208666289,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.19813207707215,11000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,11000
2,Awake,Singletone,Alpha9KO,Small,50,2.87245480013784,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,NaN,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.16034803549119,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.13596526722911,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.18289274714258,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.24066177673321,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.11185737282734,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.04901758071374,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.99410490308547,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.77199676524644,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.95675249200276,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.94877941392034,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.8227351930622,10000
2,Awake,Singletone,Alpha9KO,Small,50,2.96562256098376,10000
2,Awake,Singletone,Alpha9KO,Small,50,3.16604661253853,10000
